"SITECODE","DESIGNATIONCODE","DESIGNATEDSITENAME","OVERLAPCODE","OVERLAPPERC"
"DE7224311","DE07","Täle mit angrenzenden Landschaftsteilen","*",0.2
"DE7224342","DE07","Landschaftsschutzgebiet bei der Stadt Weißenstein","*",1.79
"DE7225341","DE00","","+",18.53
"DE7225341","DE02","Weiherwiesen","*",53.89
"DE7225401","DE02","Rosenstein","*",5.11
"DE7225401","DE07","Kaltes Feld bis Rosenstein","*",94.37
"DE7226311","DE02","Volkmarsberg","+",1.45
"DE7226311","DE07","Flachsberg nördlich Königsbronn","/",0
"DE7226441","DE02","Streuwiese bei Rötenbach","+",0.06
"DE7226441","DE07","","",8.23
"DE7226441","DE07","Brenztalaue beim Brünneleskopf","*",0.32
"DE7226441","DE07","Hangteile um den Hahnenschnabel","/",0
"DE7226441","DE07","Heide zwischen Jahnstraße und Fuchssteige (Reute)","*",0
"DE7226441","DE07","Oberes Doschental mit Heide südlich des Waldrandes 'Blümlesb","+",0.06
"DE7226441","DE07","Teile der Hirschhalde und Laiberberges sowie Talhang nördlic","*",0.71
"DE7226441","DE07","Wental","*",0
"DE7231471","DE02","","",0
"DE7231471","DE02","Donaualtwasser Schnödhof","+",0
"DE7016342","DE05","","",82.3
"DE7016342","DE07","Albtalplatten und Herrenalber Berge","*",10.31
"DE7016342","DE07","Vorbergzone zwischen Ettlingenweier und Malsch, Mohrenwiesen","*",0.02
"CZ0311041","CZ05","Niva Horského potoka","+",0.03
"CZ0311041","CZ05","Olšinka","+",0.02
"CZ0311041","CZ05","Otov","+",0
"CZ0311041","CZ05","Pasecká slať","*",0.03
"CZ0311041","CZ05","Páteříková Huť","+",0
"CZ0311041","CZ05","Poustka","*",0
"CZ0311041","CZ05","Povydří","+",0.11
"CZ0311041","CZ05","Pramen Vltavy","*",0.04
"CZ0311041","CZ05","Prameniště","*",0.04
"CZ0311041","CZ05","Světlá","+",0
"CZ0311041","CZ05","Svobodova niva","*",0
"CZ0311041","CZ05","Zhůřská hnízdiště","+",0
"CZ0311041","CZ12","","",0
"CZ0311041","CZ12","Kochánov","*",0
"CZ0311041","IN00","","",10.48
"CZ0311041","IN03","Šumava","*",99.99
"CZ0312030","CZ04","","",100
"CZ0312033","CZ05","Hroby","*",0
"CZ0312034","CZ04","","",80.48
"CZ0312035","CZ02","","",58.83
"CZ0312035","CZ05","","",38.37
"CZ0312036","CZ05","","",0
"CZ0312038","CZ09","Třeboňsko","-",100
"CZ0312040","CZ09","","",100
"CZ0312040","IN03","Třeboňsko","-",100
"CZ0312048","IN03","","",100
"CZ0312226","CZ04","Svatý Kříž","=",100
"CZ0312226","CZ05","","",0
"CZ0313092","CZ04","","",16.87
"CZ0313092","CZ05","Bedřichovský potok","+",83.13
"CZ0313094","CZ05","Blatná","+",0.89
"CZ0313096","CZ05","Podhájí","*",7.16
"CZ0313098","CZ04","","",2.84
"CZ0313098","CZ04","Hliníř","+",2.84
"CZ0313098","CZ05","Hliníř","*",5.41
"CZ0313098","CZ09","Třeboňsko","-",100
"CZ0313098","IN03","","",100
"CZ0313101","CZ05","Krvavý a Kačležský rybník","*",28.48
"CZ0313103","CZ04","Lom Skalka u Sepekova","+",12.76
"CZ0313106","CZ04","Doubí u Žíšova","*",0.19
"CZ0313106","CZ04","Kramářka","*",0.98
"CZ0313106","CZ04","Vlásenický potok","*",0
"CZ0313106","CZ05","Dráchovské louky","*",0
"CZ0313106","CZ05","Kramářka","*",0.73
"CZ0313106","CZ05","Lužnice","*",0.02
"CZ0313106","CZ09","Třeboňsko","*",42.81
"CZ0313106","CZ12","Kukle","*",0.43
"CZ0313106","IN03","","",42.81
"CZ0313110","CZ02","","",0
"CZ0313110","CZ02","Mutenská obora","*",0
"CZ0313110","CZ04","","",99.9
"CZ0313110","CZ05","Mutenská obora","*",0
"CZ0313113","CZ05","Sokolí hnízdo a bažantnice","+",0.25
"DE7016343","DE07","Südliche Hardt","/",0
"DE7016401","DE02","","",98.83
"DE7016401","DE02","Kälberklamm und Hasenklamm","*",98.83
"DE7016401","DE05","Schwarzwald Mitte/Nord","*",100
"DE7016401","DE07","","",1.06
"DE7016401","DE07","Grünwettersbacher Wald-Hatzengraben","/",0
"DE7017341","DE00","","+",41.63
"DE7017341","DE02","","",12.49
"DE7017341","DE05","","",2.29
"DE7017341","DE07","Entlang der Autobahn Pforzheim zwischen Nöttingen und Niefer","*",0.2
"DE7017342","DE00","","",5.11
"DE7017342","DE07","Grötzinger Bergwald - Knittelberg","*",20.74
"DE7017342","DE07","Stupfericher Wald-Schönberg","*",0
"DE7018341","DE00","","+",0.46
"DE7018341","DE02","Unterer Berg","*",0.12
"DE7018341","DE02","Unterer See und Umgebung","*",0.52
"DE7018341","DE07","","",56.49
"DE7018341","DE07","Bernhardsweiher","*",0.09
"DE7018341","DE07","Klosterberg","/",0
"DE7018342","DE02","Erlen-, Metten- und Gründelbachniederung (4 Teilgebiete)","*",5.35
"DE7018342","DE02","Felsengärten Mühlhausen","+",0.35
"DE7018342","DE02","Roter Rain und Umgebung","+",0.32
"DE7018342","DE05","","",18.74
"DE7018342","DE07","Bauschlotter Au","*",0
"DE7018342","DE07","Burgberg","*",0.67
"DE7018342","DE07","Enztal zwischen Niefern und Mühlacker","*",0.01
"DE7018342","DE07","Nieferner Enztal mit Seitentälern","*",4.71
"DE7018401","DE02","Aalkistensee","*",34.59
"DE7018401","DE05","Stromberg-Heuchelberg","*",100
"DE7019441","DE02","Enzaue bei Roßwag und Burghalde","*",12.69
"DE7021341","DE00","","",29.95
"DE7021341","DE02","Brühl","+",0.37
"DE7021341","DE07","Fischbachtal","*",0.08
"DE7021341","DE07","Schmidbachtal - Oberes Bottwartal mit Seitentälern und umgeb","*",3.99
"DE7021341","DE07","Spiegelberger Lautertal mit Nebentälern und angrenzenden Geb","*",1.14
"DE7021341","DE07","Stiftsberg - Wartberg","*",0.71
"DE7021342","DE00","","+",71.28
"DE7021342","DE07","Alte Lauffener Neckartalschlinge","*",3.39
"DE7021342","DE07","Konstenklinge-Krappenfelsen","*",0.1
"DE7317341","DE02","Schmalzmisse","*",3.34
"DE7317341","DE02","Waldmoor-Torfstich","*",4.38
"DE7317341","DE05","","",100
"DE7317341","DE07","Großes und Kleines Enztal mit Seitentälern","*",33.32
"DE7317341","DE07","Köllbachtal mit Seitentälern","*",1.82
"DE7319341","DE00","","+",23.1
"DE7319341","DE02","Hacksberg und Steckental","+",12.02
"DE7319341","DE02","Mittelberg","*",5.23
"DE7321341","DE00","","",27.72
"DE7321341","DE02","Grienwiesen (Schüle-See)","*",1.53
"DE7321341","DE02","Weidach- und Zettachwald","*",31.41
"DE7321341","DE02","Wernauer Baggerseen","*",4.4
"DE7321341","DE07","LSG 'Köngen' vom 26.03.1987","*",2.81
"DE7321341","DE07","LSG 'Mittleres Körschtal' vom 01.08.1996","*",2.89
"DE7322311","DE07","LSG 'Dettingen unter Teck' vom 17.02.1977","*",4.48
"DE7322311","DE07","LSG 'Neckar-, Erms- und Autmuttal im Verwaltungsraum Neckart","*",0.04
"DE7322401","DE02","Am Rank (Röhmsee)","*",18.27
"DE7322401","DE02","Wernauer Baggerseen","*",46.23
"DE7322401","DE07","LSG 'Wernau (Neckar)' (6 Teilgebiete)","/",0
"DE7323441","DE02","Neckarwasen","/",0
"DE7323441","DE02","Neuffener Heide","*",0.09
"DE7323441","DE02","Randecker Maar mit Zipfelbachschlucht","*",0
"DE7323441","DE07","Albtrauf im Raum Bad Boll","*",1.25
"DE7323441","DE07","LSG 'Dettingen unter Teck'","+",4.86
"DE7323441","DE07","LSG 'Kohlberg'","*",0.43
"DE7323441","DE07","LSG 'Neidlinger Tal' vom18.12.1975","*",3.17
"DE7323441","DE07","LSG 'Unterlenningen'","*",2.42
"DE7323441","DE07","LSG 'Wernau (Neckar)' (6 Teilgebiete)","*",0.53
"DE7325341","DE07","Am Grothau östlich von Neuselhalden","*",1.01
"DE7325341","DE07","Steinheimer Becken mit Schäfhalde, Teilen des Stuben- und Zw","*",16.78
"DE7327341","DE02","Zwing","+",3.04
"DE7327341","DE07","Dossinger Tal","*",0
"DE7327341","DE07","Krätzental","*",0.23
"DE7327341","DE07","Oberes Rostelbachtal","*",0.59
"DE7328303","DE02","Dattenhauser Ried","+",0
"DE7328305","DE07","","",0
"DE7330301","DE02","Mertinger Hölle","+",0
"DE7330302","DE07","","",0
"DE7330471","DE02","","",0
"DE7118341","DE05","Schwarzwald Mitte/Nord","*",98.07
"DE7118341","DE07","","",60.61
"DE7119341","DE00","","",61.67
"DE7119341","DE02","Leudelsbachtal","*",4.62
"DE7119341","DE07","Strudelbachtal","*",4.99
"DE7119341","DE07","Unteres Metter- und Tiefental","*",0.57
"DE7121341","DE02","Buchenbachtal","*",14.62
"DE7121341","DE02","Oeffinger Scillawald","*",1.29
"DE7121341","DE05","Schwäbisch-Fränkischer Wald","*",20.47
"DE7121341","DE07","","",47.15
"DE7121341","DE07","Hartwald mit Umgebung","/",0
"DE7121341","DE07","Murrhardter Wald","*",4.91
"DE7121341","DE07","Neckarufer und das anschließende Hanggelände","*",0.13
"DE7121341","DE07","Unteres Remstal mit Randgebieten","*",9.38
"DE7121341","DE07","Zipfelbachtalaue","*",0.93
"DE7121442","DE02","","",27.45
"DE7121442","DE07","","",66.34
"DE7121442","DE07","Unteres Remstal mit Randgebieten","*",22.65
"DE7123341","DE00","","",0.87
"DE7123341","DE02","","",53.6
"DE7123341","DE02","Rottal zwischen Hüttenbühl und Buchengehren","*",7.94
"DE7123341","DE02","Wieslaufschlucht und Edenbachschlucht","+",4.85
"DE7123341","DE05","","",84.46
"DE7123341","DE05","Schwäbisch-Fränkischer Wald","*",84.46
"DE7123341","DE07","","",43.24
"DE7123341","DE07","Ebnisee","*",0.11
"DE7123341","DE07","Gebiete nördlich und östlich Welzheim","*",3.97
"DE7123341","DE07","Harbachtal","*",0.01
"DE7123341","DE07","Murrhardter Wald","*",0.63
"DE7123341","DE07","Welzheimer Wald mit Leintal","*",12.05
"DE7123441","DE05","","",13.96
"DE7123441","DE07","Südosthang des Konnenbergs","+",0.4
"DE7125341","DE07","Frankenbachtal","*",0.14
"DE7127341","DE02","","",9.98
"DE7127341","DE07","","",12.33
"DE7127401","DE02","Tierstein mit Hangwald und Egerquelle","*",100
"DE7128341","DE02","","",22.43
"DE7130302","DE07","","",0
"DE7130302","DE07","Schutz d. Gebietes zw. Katzenstein und Sonderhof","+",0
"DE7130471","DE02","","",0
"DE6217303","DE02","Im Dulbaum bei Alsbach","=",100
"DE6217403","DE02","Datterbruch von Dornheim","+",0.9
"DE6217403","DE02","Erlache bei Bensheim","+",1.62
"DE6217403","DE02","Osterbruch bei Groß-Gerau","+",0.52
"DE6217403","DE02","Tongrubengelände von Bensheim und Heppenheim","+",3.14
"DE6217403","DE02","Weschnitzinsel von Lorch","+",6.91
"DE6217403","DE07","Forehahi","*",3.46
"DE6218301","DE02","Felsberg bei Reichenbach","=",100
"DE6221401","DE02","","",0
"DE6221401","DE02","Buntsandsteinbrüche bei Dorfprozelten","+",0
"DE6222341","DE07","Wertheim (4 Teilgebiete)","*",33.76
"DE6222371","DE02","Buntsandsteinbrüche bei Dorfprozelten","+",0
"DE6223311","DE00","","",6.4
"DE6223311","DE02","Gutenberg","*",1.39
"DE6223311","DE07","","",87.34
"DE6223311","DE07","Werbach","*",42.45
"DE6227371","DE02","Kranzer","+",0
"DE6227371","DE02","Sande am Tannenbusch bei Kleinlangheim","+",0
"DE6227471","DE02","","",0
"DE6227471","DE02","Kranzer","+",0
"DE6232371","DE02","Büg bei Eggolsheim","=",100
"DE6233371","DE02","Ehrenbürg","+",0
"DE6233371","DE02","Naturwaldreservat Eibenwald bei  Gößweinstein","+",0
"DE6233371","DE02","Wacholderhänge bei Wonsees","+",0
"DE6233471","DE02","Trockenhänge um Pottenstein","*",0
"DE6237371","DE02","Eschenbacher Weihergebiet","+",0
"DE6238301","DE02","Parkstein","-",100
"DE6305302","DE02","Nitteler Fels","+",2.37
"DE6308301","DE02","Moosbruch","+",1.19
"DE6309301","DE02","","",4.76
"DE6309301","DE02","Hosenbachtal","+",2.11
"DE6309301","DE05","Naturpark Saar-Hunsrück","*",5.46
"DE6309301","DE05","Soonwald-Nahe","*",31.33
"DE6309301","DE07","","",85.53
"DE6309301","DE07","Hochwald-Idarwald mit Randgebieten","*",52.92
"DE6310301","DE02","Mittagsfels","+",0.16
"DE6310301","DE02","Wartekopf","+",1.12
"DE6310401","DE07","","",1.29
"DE6313301","DE07","","",44.35
"DE6313301","DE07","Bachauen am Scharlenberg","*",0.24
"DE6313401","DE02","Albertskreuz","+",1.22
"DE6313401","DE07","Ambachtal mit Weiher","+",0.34
"DE6316302","DE07","Forehahi","-",100
"DE6316401","DE02","","",100
"DE6317301","DE02","","",100
"DE6317301","DE02","Weschnitzinsel von Lorsch","=",100
"DE6317308","DE02","","",0
"DE6317308","DE02","Wasserschöpp bei Unter-Hambach","+",0
"DE6318306","DE02","","",31.1
"DE6318307","DE02","In der Striet bei Vöckelsbach","*",4.11
"DE6319301","DE02","Rotes Wasser von Olfen","+",0
"DE6319302","DE02","Stollwiese bei Erzbach","*",1.49
"DE6322341","DE05","Neckartal-Odenwald","*",66.69
"DE6322341","DE07","Schmalberg","*",1.19
"DE6323441","DE02","Hunsenberg","+",0.69
"DE6323441","DE05","Neckartal-Odenwald","*",12.59
"DE6326371","DE02","Bromberg-Rosengarten","+",0
"DE6327371","DE02","Gräfholz und Dachsberge","+",0
"DE6327371","DE02","Hutung am Gigert","+",0
"DE6327371","DE02","NWR Wolfsee","+",0
"DE6327471","DE02","Holzöd bei Ippesheim","+",0
"DE6330371","DE02","","",0
"DE6335371","DE02","Pegnitzau zwischen Ranna und Michelfeld (Opf.)","+",0
"DE6338401","DE02","","",0
"DE6338401","DE02","Naturwaldreservat Gscheibte Loh","+",0
"DE6338401","DE07","","",0
"DE6341301","DE02","Torflohe und Pfrentschwiese","=",100
"DE6404302","DE02","NSG 'Bärenfels'","+",42.38
"DE6405302","DE02","NSG 'Saarhölzbachtal - Zunkelsbruch'","+",0
"DE6405303","DE02","","",14.54
"DE6405303","DE02","Eiderberg bei Freudenberg","+",1.51
"DE7415311","DE07","Oberes Achertal","*",5.15
"DE7415441","DE02","Hornisgrinde-Biberkessel","+",0.26
"DE7415441","DE02","Kaltenbronn","*",1.09
"DE7415441","DE02","Kniebis-Alexanderschanze","*",0.52
"DE7415441","DE02","Lautenfelsen","*",0.13
"DE7415441","DE02","Schurmsee","*",0.02
"DE7415441","DE07","Baden-Baden","*",1.01
"DE7415441","DE07","Kniebis","+",0.28
"DE7415441","DE07","Mittleres Murgtal","*",11.5
"DE7415441","DE07","Rot- und Rechtmurg","*",5
"DE7415441","DE07","Staatswald südlich Bernbach","*",0.45
"DE7418341","DE05","","",32.82
"DE7418341","DE07","Steinachtal","*",8.27
"DE7419341","DE00","","",59.01
"DE7419341","DE02","Burglehen","+",1.91
"DE7419341","DE02","Oberes Steinach","*",0.88
"DE7419401","DE07","","",0
"DE7419401","DE07","Oberes Ammertal mit dem Seitental Merkental","/",0
"DE7420341","DE00","","+",2.51
"DE7420341","DE02","Grafenberg","*",0.21
"DE7420341","DE07","LSG 'Neckar-, Erms- und Autmuttal im Verwaltungsraum Neckart","*",0
"DE7420341","DE07","Schönbuchrand südlich von Altdorf und Hildrizhausen sowie Ge","*",0.06
"DE7420441","DE02","","",6.48
"DE7420441","DE02","Eisenbachhain","+",0.05
"DE7420441","DE02","Schaichtal","*",1.32
"DE7420441","DE02","Spitzberg - Ödenburg","+",0.06
"DE7420441","DE07","","",85.69
"DE7420441","DE07","Hildrizhausen (5 Teilgebiete)","*",4.75
"DE7420441","DE07","Schönbuch","*",40.43
"DE7420441","DE07","Schönbuchrand unter den Rohrauer Köpfen","*",0.06
"DE7420441","DE07","Unteres Ammertal","*",2.12
"DE7420441","DE07","Waldenbuch/Steinenbronn (16 Teilgebiete)","*",0.54
"DE7422311","DE02","Eichhalde","*",2.26
"DE7422311","DE02","Goldland-Klausenberg","*",3.21
"DE7422311","DE02","Randecker Maar mit Zipfelbachschlucht","*",0.01
"DE7422311","DE02","Tobeltal mit Mittagsfels und Wielandstein","*",4.23
"DE7422311","DE07","LSG 'Erkenbrechtsweiler Berghalbinsel (mit Hörnle und Jusi)'","*",16.3
"DE7422311","DE07","LSG 'Neuffen auf Gemarkungen Neuffen und Kappishäusern' (2 T","*",16.08
"DE7422311","DE07","Reutlinger und Uracher Alb","*",2.21
"DE7422441","DE02","Echazaue","*",0.09
"DE7422441","DE02","Eckenlauh-Weißgerberberg","*",0.1
"DE7422441","DE02","Haarberg - Wasserberg","+",0.28
"DE7422441","DE02","Kornberg","+",0.48
"DE7422441","DE02","Kurzer Wasen - Roter Wasen","*",0.06
"DE7422441","DE02","Nägelesfelsen","+",0.03
"DE7422441","DE02","Randecker Maar mit Zipfelbachschlucht","+",0.28
"DE7422441","DE02","Ruchberg","+",0.06
"DE7422441","DE07","Albtrauf im Raum Bad Boll","*",1.52
"DE7422441","DE07","Haarberg","+",0.01
"DE7422441","DE07","LSG 'Albtrauf Oberlenningen'","*",0.75
"DE7422441","DE07","LSG 'Gebiete um Bissingen und Ochsenwang'","*",1.45
"DE7422441","DE07","LSG 'Landschaftsbestandteile und Landschaftsteile im Landkre","*",1.92
"DE7422441","DE07","LSG 'Neuffen auf Gemarkungen Neuffen und Kappishäusern' (2 T","*",0.89
"DE7422441","DE07","Märzenhalde","*",0.03
"DE7218341","DE07","Landschaftsteile entlang der Autobahn: Heimsheim","/",0
"DE7218341","DE07","Monbach, Maisgraben und St. Leonhardquelle","/",0
"DE7218341","DE07","Nagoldtal (8 Teilgebiete)","*",5.44
"DE7218341","DE07","Tiefenbronn-Biet","*",2.91
"DE7220311","DE02","Musberger Eichberg","*",0
"DE7220311","DE02","Oberes Hölzertal","*",0.73
"DE7220311","DE02","Rotwildpark bei Stuttgart","*",21.45
"DE7220311","DE02","Siebenmühlental","*",1.65
"DE7220311","DE07","Böblingen","*",1.32
"DE7220311","DE07","Frauenkopf - Dürrbach","*",5.91
"DE7220311","DE07","Glemswald","*",22.58
"DE7220311","DE07","Waldwiesen im Gewand Weihdorf","*",0
"DE7222341","DE02","Kappelberg","*",0.06
"DE7222341","DE07","","",49.19
"DE7222341","DE07","Kappelberg, Kernen, Haldenbach-, Strümpfelbach- und Beutelsb","*",0.09
"DE7222341","DE07","LSG 'Aichwald' vom 12.08.1991 geändert am 15.11.2000","*",0.89
"DE7222341","DE07","LSG 'Mittlerer Schurwald' vom 30.09.1082 geändert am 14.08.1","*",12.73
"DE7222341","DE07","Rehfeld, Hof, Steinmäurich, Heiligenäcker und Umgebung","*",1.44
"DE7222341","DE07","Schurwaldrand bei Ebersbach","*",2.92
"DE7224311","DE07","Hohenstaufen, Rechberg, Stuifen mit Aasrücken und Rehgebirge","*",56.52
"DE7224342","DE02","Bargauer Horn","*",0.91
"DE7224342","DE02","Kaltes Feld mit Hornberg, Galgenberg und Eierberg","*",25.43
"DE7224342","DE02","Rosenstein","+",0.86
"DE7224342","DE02","Scheuelberg","*",4.74
"DE7224342","DE07","Kaltes Feld bis Rosenstein","*",22.41
"DE7225341","DE02","Rauhe Wiese","+",10.27
"DE7225401","DE07","","",94.37
"DE7226311","DE00","","+",43.85
"DE7226311","DE02","","",1.45
"DE7226311","DE02","Brünneleswiesen","/",0
"DE7226311","DE07","Albtrauf zwischen Lautern und Aalen mit angrenzenden Gebiete","*",0.99
"DE7226311","DE07","Teile der Blässhalde, der Täsch, Buchschorren, Lindle und Ga","*",0.62
"DE7226311","DE07","Tiefes Tal","*",0.52
"DE7226311","DE07","Ur-Brenztal","*",0
"DE7423342","DE02","Autal","*",0.82
"DE7423342","DE02","Dalisberg","*",0.53
"DE7021342","DE07","Landschaftsteile im Neckartal bei Kirchheim/Neckar (Lagen Ha","*",0
"DE7021342","DE07","Neckartal zwischen Benningen und Großingersheim mit angrenze","*",3.17
"DE7021342","DE07","Neckartal zwischen Großingersheim und Hessigheim mit Umgebun","*",2.78
"DE7021342","DE07","Umgebung des Favoriteparks","/",0
"DE7021342","DE07","Wunnenstein, Forstberg und Köchersberg mit angrenzenden Gebi","*",0.24
"DE7021401","DE07","","",93.5
"DE7024341","DE07","Fichtenberger Rot-, Murr- und Fornsbachtal mit angrenzenden","*",1.49
"DE7024341","DE07","Kochertal mit angrenzenden Höhenzügen","*",33.37
"DE7025341","DE00","","+",55.46
"DE7025341","DE07","","",40.53
"DE7025341","DE07","Fischachtal mit Nebentälern und angrenzenden Gebieten zwisch","*",26.23
"DE7025341","DE07","Oberes Bühlertal und Umgebung","*",0.1
"DE7026341","DE00","","",50.93
"DE7026341","DE07","Rotbachtal mit Seitentälern und angrenzenden Gebieten","*",3.39
"DE7031371","DE02","","",0
"DE7032301","DE02","Eichen-Hainbuchenwald Laubenbuch","=",100
"DE7036371","DE05","Altmühltal","",0
"DE7036372","DE02","","",0
"DE7036372","DE05","","",100
"DE7037471","DE02","Greifenberg und Waltenhofener Hänge","*",0
"DE7037471","DE02","Mattinger Hänge (Ndb.)","+",0
"DE7232301","DE02","Donaualtwasser bei Leitheim","+",0
"DE7232301","DE02","Finkenstein","+",0
"DE7232301","DE02","Vogelfreistätte Feldheimer Stausee","+",0
"DE7232301","DE07","Donautal westlich von Neuburg","*",0
"DE7234371","DE02","","",100
"DE7234371","DE02","Oberstimmmer Schacht","=",100
"DE7243402","DE02","Kühmoos","+",0
"DE7246371","DE02","","",0
"DE7246371","DE05","","",100
"DE7246371","DE07","","",0
"DE7248302","DE02","Urwald am Dreisessel","+",0
"DE7313341","DE02","Roßwört","*",0.16
"DE7313401","DE02","Roßwört","+",0.63
"DE7313401","DE07","Rheinauewald Diersheim","*",11.33
"DE7315311","DE02","Hoher Ochsenkopf","+",3.67
"DE7316341","DE02","Kaltenbronn","*",37.54
"DE7316341","DE05","","",100
"DE7317341","DE02","Köllbachtal mit Seitentälern","*",6.26
"DE7332301","DE02","","",0
"DE7332301","DE02","Trockenhänge Leitenberg bei Illdorf","+",0
"DE7335371","DE02","","",0
"DE7344301","DE02","Vils-Engtal","+",0
"DE7345301","DE07","","",100
"DE7413341","DE05","Schwarzwald Mitte/Nord","*",1.56
"DE7415311","DE02","Gottschlägtal - Karlsruher Grat","*",3.47
